category,subcategory,name,raw_price,brand,brand_url,variation_0_color,variation_1_color,variation_0_thumbnail,variation_0_image,variation_1_thumbnail,variation_1_image,image_url,url,id,currency,price
kids,Costume and skirt,Sunflower printing set for girls for 1-7 years,,,,Yellow,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/8F/AC/4c759553-1fad-4b82-929b-d2735a7f17df.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/8F/AC/4c759553-1fad-4b82-929b-d2735a7f17df.jpg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/8F/AC/4c759553-1fad-4b82-929b-d2735a7f17df.jpg,https://fr.newchic.com/girls-clothing-sets-4934/p-1674344.html,1674344,INR,2958.3999999999996
kids,Pajamas,Garçon Raye Dinosaur pajamas for 1 to 7 years old,,,,Gray,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/DD/7A/662ea2a9-0bb1-42f7-9e1b-ad97d108b8e8.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/DD/7A/662ea2a9-0bb1-42f7-9e1b-ad97d108b8e8.jpg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/DD/7A/662ea2a9-0bb1-42f7-9e1b-ad97d108b8e8.jpg,https://fr.newchic.com/pajamas-6169/p-1662735.html,1662735,INR,2798.3999999999996
kids,Dresses,2-8 year old girl dress,,,,white,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/A8/B1/b53622a9-21d5-40db-a723-fd50253ed416.jpeg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A8/B1/b53622a9-21d5-40db-a723-fd50253ed416.jpeg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A8/B1/b53622a9-21d5-40db-a723-fd50253ed416.jpeg,https://fr.newchic.com/dresses-4670/p-1268210.html,1268210,INR,5658.400000000001
kids,Flats & Loafers,Unisex children comfy breathing soft sole,,,,White,Red,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/35/1D/f3436359-7cd6-466e-a5aa-41d8587e8c94.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/35/1D/f3436359-7cd6-466e-a5aa-41d8587e8c94.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/82/0C/d36837d3-0426-48e8-8f14-7ab6b94289cd.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/82/0C/d36837d3-0426-48e8-8f14-7ab6b94289cd.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B9/92/48d2c82a-983c-4100-a810-0ab5f32fa474.jpg,https://fr.newchic.com/flats-and-loafers-12120/p-1694703.html,1694703,INR,3279.2000000000003
kids,Dresses,Flower girl straps dress for 1 to 7 years,,,,red,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/6C/03/82dfd16a-685a-405d-a84e-542ec09fab1d.JPG,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/6C/03/82dfd16a-685a-405d-a84e-542ec09fab1d.JPG,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C4/EC/b526836a-69cb-4e81-8770-54903e0c3d23.jpg,https://fr.newchic.com/dresses-4670/p-1447479.html,1447479,INR,4041.6000000000004
kids,Sandals,Unisex Kids Classic Tie-Dye Hole Garden Water Clog Shoes,,,,Pink,White,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/26/C4/ff5804cc-9866-4fbf-a0ac-bd9c633dc8aa.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/26/C4/ff5804cc-9866-4fbf-a0ac-bd9c633dc8aa.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/18/9E/c7bbd5ae-5d54-4259-b3b2-1be51aaeecce.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/18/9E/c7bbd5ae-5d54-4259-b3b2-1be51aaeecce.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/58/0A/e801e7a2-2b52-4e6b-b2c4-0271d45192d1.jpg,https://fr.newchic.com/sandals-12132/p-1704681.html,1704681,INR,1907.2
kids,Pregnancy brass,Breastfeeding bras,,,,Pink,Black,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/ser1/newchic/images/45/87/45e29575-4f80-47e7-84fe-d3b4461e55ad.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/45/87/45e29575-4f80-47e7-84fe-d3b4461e55ad.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/ser1/newchic/images/1D/A2/7a6e3eb0-c163-4464-a912-5e9486f4f97f.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/1D/A2/7a6e3eb0-c163-4464-a912-5e9486f4f97f.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/69/EF/576ae464-457c-471f-b69d-a47b4f870471.jpg,https://fr.newchic.com/maternity-bra-4855/p-1573105.html,1573105,INR,3839.2000000000003
kids,Costume and skirt,Flying vests and pants for girls for 1-7 years,,,,Blue,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/D8/6E/475d5c13-b4e7-472f-b7d8-bf345eb1aaa2.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D8/6E/475d5c13-b4e7-472f-b7d8-bf345eb1aaa2.jpg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D8/6E/475d5c13-b4e7-472f-b7d8-bf345eb1aaa2.jpg,https://fr.newchic.com/girls-clothing-sets-4934/p-1663289.html,1663289,INR,2958.3999999999996
kids,Pregnancy brass,Comfortable maternity breastfeeding bra,,,,Pink,Naked,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/9C/A5/1996e026-7288-4be8-aa7d-2086f6bbe4a4.JPG,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/9C/A5/1996e026-7288-4be8-aa7d-2086f6bbe4a4.JPG,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/57/B6/e99ed24e-edf5-4852-b064-359c350773f1.JPG,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/57/B6/e99ed24e-edf5-4852-b064-359c350773f1.JPG,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/9C/A5/1996e026-7288-4be8-aa7d-2086f6bbe4a4.JPG,https://fr.newchic.com/maternity-bra-4855/p-1443170.html,1443170,INR,2828.0
kids,Brooms and combinations,Hot and velvet sleeping bag for 0-24m,,,,White,,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/66/41/7e962a05-9c75-438f-b265-f943b97f2c28.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/66/41/7e962a05-9c75-438f-b265-f943b97f2c28.jpg,,,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/9C/79/29cf0ec8-56f3-4ff2-ab21-ef1c023e00d1.jpg,https://fr.newchic.com/rompers-and-bodysuits-4702/p-1527773.html,1527773,INR,4243.2
kids,Dresses,Soft Cotton Dress in 2y-11y cotton,,,,gray,Marine,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/E4/3F/a5d2975e-7682-4f3b-8622-0eaed354e6fd.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/E4/3F/a5d2975e-7682-4f3b-8622-0eaed354e6fd.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/26/E0/3a8ccd61-46db-4b68-8e22-8593cf1f7b51.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/26/E0/3a8ccd61-46db-4b68-8e22-8593cf1f7b51.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/26/E0/3a8ccd61-46db-4b68-8e22-8593cf1f7b51.jpg,https://fr.newchic.com/dresses-4670/p-1308299.html,1308299,INR,5456.799999999999
