category,subcategory,name,current_price,raw_price,discount,likes_count,is_new,brand,brand_url,variation_0_color,variation_1_color,variation_0_thumbnail,variation_0_image,variation_1_thumbnail,variation_1_image,image_url,id,description
women,Bra,Sexy bra with plunging neckline without reinforcement,1119.2,2151.2,48,14252,False,,,Black,Light purple,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/71/65/9d33b6c3-68f9-4e4b-96f2-103ba2e6dce1.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/71/65/9d33b6c3-68f9-4e4b-96f2-103ba2e6dce1.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/F3/59/8fd7cf14-58eb-4ebc-9677-d6f8d029878e.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F3/59/8fd7cf14-58eb-4ebc-9677-d6f8d029878e.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/79/AB/c0c50ea6-b10f-4063-b73e-9d1991d713f4.jpg,1141004,"Experience the ultimate blend of sensuality and comfort with our exquisite bra. Crafted from luxurious fabric, this bra boasts a plunging neckline that accentuates your curves while providing ample support. Its innovative design provides natural lift and shape without compromising on comfort. Indulge in the allure of a deeper cleavage and captivating silhouette with this must-have bra that will transform your lingerie collection."
women,T-shirts,Simple flower t-shirt,1553.6000000000001,3199.2000000000003,51,3240,False,,,Black,Gray,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/CF/AA/e09c4602-1d28-47ad-a429-73cadef2e1a8.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/CF/AA/e09c4602-1d28-47ad-a429-73cadef2e1a8.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/99/A1/608c337d-e3ad-40d3-a788-ffb8bffede31.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/99/A1/608c337d-e3ad-40d3-a788-ffb8bffede31.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/CF/AA/e09c4602-1d28-47ad-a429-73cadef2e1a8.jpg,1654724,"This versatile crewneck tee is the perfect addition to any wardrobe. Featuring a simplistic yet charming ""Simple flower"" graphic, this shirt is sure to turn heads with its understated elegance. Crafted with soft, breathable fabric, it's comfortable enough for all-day wear and stylish enough for any occasion. Pair it with jeans and sneakers for a casual look, or dress it up with a skirt and heels for a night out."
women,Printed dresses,Long dress with printed patchwork,2319.2,5864.8,61,5822,False,,,Green,YELLOW,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/53/74/1bf4051d-c430-405b-b5e8-de1c0cafd61c.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/53/74/1bf4051d-c430-405b-b5e8-de1c0cafd61c.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/FF/A7/a8b042ff-2710-4078-85d3-15708f107748.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/FF/A7/a8b042ff-2710-4078-85d3-15708f107748.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/0F/5E/e1ef7c6b-9231-4e15-8a38-6f6d7fe83be8.jpg,1509346,"Embrace your unique style with our eye-catching long dress featuring a vibrant printed patchwork design. Crafted from high-quality fabric, this dress ensures both comfort and durability. Its captivating patchwork pattern adds a touch of individuality to your look, making you stand out in any crowd. Perfect for casual outings or special occasions, this dress offers both style and versatility. Pair it with heels for a sophisticated look or dress it down with sneakers for a more laid-back vibe."
women,Pants & Shorts,Sarouel Crossed relaxed,1359.1999999999998,3869.6,65,3486,False,O-NEWE,https://fr.newchic.com/o-newe-brand-465.html,Black,Blue,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/01/97/16d6b8fd-6c6f-4675-b45b-67148db91525.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/01/97/16d6b8fd-6c6f-4675-b45b-67148db91525.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/42/C8/b8aacf61-7904-4779-a0f6-fabcfd128937.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/42/C8/b8aacf61-7904-4779-a0f6-fabcfd128937.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/7E/3A/0e435d9a-fd6a-4ddf-a140-30c14e47eb45.jpg,1667484,"Created to give women an easy and comfy outfit during casual weekends or a busy shopping day, the Sarouel Crossed relaxed pants are just what your customers need. Designed to have a loose fit that allows for maximum movement, it also is flattering on most women with its crossed front design. Made with high-quality which is still cozy enough to keep customers happy regardless of situation."
women,T-shirts,Fish printed t-shirt,1439.1999999999998,3199.2000000000003,55,3542,False,Gracila,https://fr.newchic.com/gracila-brand-247.html,Green,Blue,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/11/EE/77350a61-52b8-4c8b-b59f-872a7b2d79fb.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/11/EE/77350a61-52b8-4c8b-b59f-872a7b2d79fb.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/24/62/5164278a-e999-4111-8e3c-fd1b015a1372.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/24/62/5164278a-e999-4111-8e3c-fd1b015a1372.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/11/EE/77350a61-52b8-4c8b-b59f-872a7b2d79fb.jpg,1656834,"Stand out from the crowd with our quirky Fish printed t-shirt! This stylish top features a unique and eye-catching fish print that is sure to turn heads. Made from soft and breathable cotton, this t-shirt is a must-have for any fashion-forward woman. Whether you're running errands, hitting the beach, or just lounging around, this fun t-shirt will keep you looking and feeling your best."
women,Blouses and shirts,United loose blouse,2559.2,5038.4,49,918,False,,,White,Black,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/F0/7E/84a404de-e980-4d00-8d92-9812f4a9dfd2.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F0/7E/84a404de-e980-4d00-8d92-9812f4a9dfd2.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/30/1B/706a915a-304d-49ad-8665-1e89e9843046.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/30/1B/706a915a-304d-49ad-8665-1e89e9843046.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/7F/C8/61115a11-fd55-4a9d-9937-e6625eb09969.jpg,1674856,"Elevate your wardrobe with our United loose blouse, crafted with comfort and style in mind. Made from soft, breathable fabric, this blouse drapes effortlessly on your body, ensuring all-day comfort. The loose fit offers a relaxed and easy-going look, making it perfect for casual outings or dressing up for special occasions. Pair it with your favorite jeans or a skirt for a versatile piece that seamlessly transitions from day to night. Experience the perfect blend of style and comfort with our United loose blouse, available in a variety of colors to match your unique fashion sense."
women,Printed dresses,Bohemian Midi Dress Printed with Pois,1999.1999999999998,3759.2000000000003,47,1730,False,,,Gray,Yellow,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/A1/AC/f5588ba4-5f39-4d0a-bd1e-6216170be55b.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A1/AC/f5588ba4-5f39-4d0a-bd1e-6216170be55b.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/90/EC/741364c1-6436-49a2-b483-048a36dc8b71.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/90/EC/741364c1-6436-49a2-b483-048a36dc8b71.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A1/AC/f5588ba4-5f39-4d0a-bd1e-6216170be55b.jpg,1666207,"Embrace your inner bohemian chic with our Printed Midi Dress. Adorned with a flowy silhouette and trendy pois print, this dress is perfect for those seeking a touch of vintage charm. Available in various sizes, its flattering design is made from lightweight fabric, ensuring comfort and breathability all day long. Pair it with ankle boots or strappy sandals for a complete boho look that's sure to turn heads. Get ready to feel confident and radiant in this must-have piece."
women,Pants & Shorts,Bamboo butterflies printed pants,2208.0,4238.4,48,2826,False,,,Gray,Black,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/B2/06/d0b6bba4-d182-4984-b609-76c032e8e99d.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B2/06/d0b6bba4-d182-4984-b609-76c032e8e99d.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/BC/2E/985de441-53ef-421d-a845-3e4339943dd4.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/BC/2E/985de441-53ef-421d-a845-3e4339943dd4.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B2/06/d0b6bba4-d182-4984-b609-76c032e8e99d.jpg,1662798,"Indulge in the beauty of nature with our stunning Bamboo butterflies printed pants. These pants are a testament to bohemian chic, crafted with breathable and flowy fabric adorned with an enchanting print of butterflies resting on delicate bamboo stalks. With a relaxed silhouette that flatters any figure, these pants exude an aura of effortless grace. Perfect for a stroll in the garden or a laid-back day out, let these pants transport you to a serene oasis wherever you go."
women,Printed dresses,Flower-printed mid-length dress,1759.1999999999998,3439.2000000000003,49,541,False,,,Yellow,Gray,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/2A/75/e670eb4a-4af2-47e2-a3c3-f990d070482d.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/2A/75/e670eb4a-4af2-47e2-a3c3-f990d070482d.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/BA/E4/065ae831-42af-4446-921d-1102ddf14628.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/BA/E4/065ae831-42af-4446-921d-1102ddf14628.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/25/3C/df70512c-24ce-405e-bd0d-9444e008726d.jpg,1697894,"This charming floral-printed dress is perfect for creating a captivating and feminine look. Its mid-length design offers both style and comfort, ideal for any occasion. Whether you're embracing the beauty of spring or adding a pop of color to your wardrobe, this dress is a must-have for fashion-forward women seeking elegance and comfort."
women,Printed dresses,Maxi -free patchwork printed dress,1999.1999999999998,4867.200000000001,59,1690,False,ZANZEA,,Orange,Khaki,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/C1/5E/1620d9ce-feef-45ad-93a9-b71eec464c19.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C1/5E/1620d9ce-feef-45ad-93a9-b71eec464c19.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/E0/DF/4c6c0d57-6122-41b8-bc85-bf3bca5a0695.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/E0/DF/4c6c0d57-6122-41b8-bc85-bf3bca5a0695.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/8D/80/7cc3c980-b550-40c6-b5b6-e686ecf665ce.jpg,1565270,"Step out in style with our Maxi-free patchwork printed dress. Featuring a vibrant mix of patterns and colors, this chic dress will turn heads wherever you go. Crafted from breathable fabric, it's perfect for a relaxed day out or a special evening event. Pair it with sandals or heels for a complete look that exudes confidence and charm."
women,Relaxed dresses,Contrasting long color dress,2125.6,3919.2000000000003,46,3363,False,,,gray,Blue,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/32/95/4a6b7e59-0ffb-449e-a4d5-58ed057b5fdb.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/32/95/4a6b7e59-0ffb-449e-a4d5-58ed057b5fdb.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/DC/15/4336328e-c67b-4bec-891b-5a2155ca9a96.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/DC/15/4336328e-c67b-4bec-891b-5a2155ca9a96.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/32/95/4a6b7e59-0ffb-449e-a4d5-58ed057b5fdb.jpg,1526607,"Make a statement with this stunning contrasting long color dress. The vibrant colors and elegant design will turn heads wherever you go. Crafted from high-quality fabric, this dress is soft to the touch and drapes beautifully. The contrasting colors add a touch of drama and intrigue, while the long length creates a sophisticated look. Perfect for formal events, cocktail parties, and special occasions, this dress is a must-have in any fashionista's wardrobe."
women,Combinations & Grenouillères,Daisy floral print straps combination,2399.2,4799.2,50,2879,False,,,Green,Navy,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/55/27/a176b60f-bde0-4b5d-a687-28e2039d4988.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/55/27/a176b60f-bde0-4b5d-a687-28e2039d4988.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/23/C0/a51139bb-53b7-4e6d-8f6b-79fd58de98ab.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/23/C0/a51139bb-53b7-4e6d-8f6b-79fd58de98ab.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F1/AC/107844b6-4daa-40e3-80f7-b3d8337808d1.jpg,1664205,"Step out in style with our Daisy floral print straps combination! This chic and versatile set features a delicate floral print on the straps and a sleek, minimalist design that will complement any outfit. Made from breathable and lightweight fabric, this set is perfect for a comfortable and effortless look. Whether you're running errands, meeting friends, or heading to a special event, this combination is sure to turn heads and make a statement."
women,Blouses and shirts,Bohemian short sleeve blouse,1999.1999999999998,4079.2000000000003,51,5012,False,,,white,Pink,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/C1/23/707e0d3c-871b-4f48-9c0c-3243abce6b4c.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C1/23/707e0d3c-871b-4f48-9c0c-3243abce6b4c.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/41/63/1b7d4726-1477-41ac-9674-ae87105d4922.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/41/63/1b7d4726-1477-41ac-9674-ae87105d4922.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C1/23/707e0d3c-871b-4f48-9c0c-3243abce6b4c.jpg,1477083,"Experience the allure of bohemian fashion with our charming short sleeve blouse. Its intricate, vibrant patterns and flowy design create a captivating, bohemian-inspired look that exudes effortless elegance. Made with premium cotton, this blouse ensures both comfort and a graceful drape. Pair it with denim or a maxi skirt to embrace the free-spirited charm of bohemian style."
women,Printed dresses,Round neck printed dress,2452.8,4718.4,48,464,False,,,Yellow,Blue,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/CB/1C/8ac35bb1-e46f-4a19-b3ef-bbbd405766f6.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/CB/1C/8ac35bb1-e46f-4a19-b3ef-bbbd405766f6.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/3B/0E/e202cdb1-9cb4-4e1c-8bf1-05b11cc03b4a.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/3B/0E/e202cdb1-9cb4-4e1c-8bf1-05b11cc03b4a.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/3B/0E/e202cdb1-9cb4-4e1c-8bf1-05b11cc03b4a.jpg,1665087,"Elevate your style with our stunning round neck printed dress. Designed with a chic silhouette, this dress showcases intricate patterns that add a touch of sophistication to your everyday wardrobe. Made from high-quality fabric, this dress ensures all-day comfort and breathability. Style it with a pair of heels or sandals to make a statement at any occasion."
