category,subcategory,name,current_price,raw_price,discount,likes_count,is_new,brand,brand_url,variation_0_color,variation_1_color,variation_0_thumbnail,variation_0_image,variation_1_thumbnail,variation_1_image,image_url,id,description
bags,Wallets,Men EDC True Leather 6.3 inches Retro Short Bag of cell phone cells,1719.1999999999998,5200.0,67,60,False,E Ekphero,https://fr.newchic.com/e-ekphero-brand-42.html,Black,coffee,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/AC/26/b31e310b-4ad5-4c57-8d51-890026c0a90b.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/AC/26/b31e310b-4ad5-4c57-8d51-890026c0a90b.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/6B/D5/85e26022-44ca-4990-8317-ed95819a21e1.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/6B/D5/85e26022-44ca-4990-8317-ed95819a21e1.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/05/25/8c265948-ddf1-4976-95ad-07b43aeddd6d.jpg,1686432,"Our handmade leather, retro short bag is perfect for the upwardly mobile business man to keep your phone safe and stylish. Large enough to fit most phones, this bag is the ideal size for keeping your hands free and your phone protected. Simple and easy to use, this bag has an extra pocket for storing cards and cash."
bags,Wallets,6.3 inch men's belt bag real leather,2239.2,4480.0,50,76,False,,,#01,#02,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/9A/93/9d432fc7-852e-4456-b8e4-48dfd82ba5a0.jpeg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/9A/93/9d432fc7-852e-4456-b8e4-48dfd82ba5a0.jpeg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/59/F8/ab7eec17-766f-47fb-a884-4844c13f95f6.jpeg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/59/F8/ab7eec17-766f-47fb-a884-4844c13f95f6.jpeg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B4/15/6340ac54-2447-4168-80fe-37773b805502.jpeg,1660122,"Step out in style and convenience with our genuine leather 6.3-inch men's belt bag. Crafted from premium materials, this compact and versatile accessory is the perfect companion for modern, on-the-go individuals. Its durable construction ensures longevity, while its compact size provides easy portability without compromising storage space for your essentials. Whether you're running errands, traveling, or hitting the gym, this belt bag keeps your belongings secure and within reach, allowing you to navigate your day with ease and confidence. Experience the perfect blend of functionality and fashion with our 6.3-inch men's leather belt bag."
bags,Wallets,EDC vintage men's leather bag self-defense wallet walks,1599.1999999999998,2320.0,31,30,False,,,Black,YELLOW,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/80/23/5053242b-997c-46a7-8a5f-3666aec6de1a.png,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/80/23/5053242b-997c-46a7-8a5f-3666aec6de1a.png,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/B1/AE/5f3f1497-d1ad-468d-90a6-ba68f4919eaf.png,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B1/AE/5f3f1497-d1ad-468d-90a6-ba68f4919eaf.png,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/AB/EE/7b5f2f5f-dd66-45bc-8681-05cc18820895.jpg,1676860,"Step out in style with our vintage men's leather bag. This bag is not just a fashion statement but also a self-defense tool. Crafted from premium leather, it boasts a durable and sophisticated look. Its compact size allows for easy portability while the multiple compartments keep your essentials organized. The hidden self-defense feature provides peace of mind, making it the perfect companion for everyday use or outdoor adventures."
bags,Shoulder bag,Pure color pocket in leather PU carder bag phone bag,2920.0,4913.6,41,9465,False,,,Orange,Deep green,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/9C/84/0e0787c9-28fd-41c6-9771-c25655ef21a5.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/9C/84/0e0787c9-28fd-41c6-9771-c25655ef21a5.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/31/CC/2eb1d712-0e10-45d0-87e8-459d7600162f.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/31/CC/2eb1d712-0e10-45d0-87e8-459d7600162f.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/03/76/a4f43c15-cba6-465d-b442-fde4d51753a1.jpg,1339802,"Crafted from premium PU leather, this pocket carder bag combines style and functionality. Its sleek design features a beautiful pure color, making it a perfect accessory for both casual and formal occasions. With multiple compartments and card slots, it keeps your essentials organized and easily accessible. The compact size fits comfortably in your pocket or handbag, making it the perfect on-the-go companion."
bags,Hand bags,Solid handbag design,3487.2000000000003,5685.599999999999,39,1645,False,Brenice,https://fr.newchic.com/brenice-brand-1368.html,Brown,Black,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/ser1/newchic/images/B6/C0/afbc5aaa-a6db-4322-a85f-538ac29519c0.jpeg,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/B6/C0/afbc5aaa-a6db-4322-a85f-538ac29519c0.jpeg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/ser1/newchic/images/6B/06/a37f1ad6-ac74-4302-80f4-ee960fa387be.jpeg,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/6B/06/a37f1ad6-ac74-4302-80f4-ee960fa387be.jpeg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/82/2B/dd91a618-cca2-4ee5-8741-a003a74fe2a2.jpg,1523805,"Express your unique style with our solid handbag design. Crafted from high-quality materials, this handbag boasts a sleek and sophisticated look that complements any outfit. Its spacious interior and multiple pockets keep your essentials organized, while its sturdy construction ensures durability. Whether you're running errands or attending a special event, this handbag is the perfect accessory to elevate your look."
bags,Backpack,Nylon printed printed backpack for women,1599.1999999999998,3600.0,56,233,False,,,red,Black,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/95/B3/463e33ab-573c-4c13-adca-6678f9105c88.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/95/B3/463e33ab-573c-4c13-adca-6678f9105c88.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/32/B1/c50e6bb2-878e-4d80-b55e-e3d54b1144c5.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/32/B1/c50e6bb2-878e-4d80-b55e-e3d54b1144c5.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F8/A1/e2e92847-c9bb-4407-a813-ef0d51711e2f.png,1690767,"Our sleek nylon printed printed backpack is the perfect companion for the modern woman on the go. Crafted from durable nylon, this backpack features eye-catching prints and vibrant colors to make a bold fashion statement. With its spacious interior, multiple compartments, and adjustable straps, this backpack is both stylish and functional. Carry your essentials in style and stay organized with this must-have accessory."
bags,Wallets,6.3 -inch edc men's 6.3 -inch leather belt bag,1119.2,2000.0,44,82,False,,,Black,khaki,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/B4/93/39938a2b-59fe-41be-9942-18071b21dc9f.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B4/93/39938a2b-59fe-41be-9942-18071b21dc9f.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/8B/EC/42e732f1-1f5f-481b-8d53-7190c73b38ca.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/8B/EC/42e732f1-1f5f-481b-8d53-7190c73b38ca.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/0E/DC/45245018-9c7b-4d66-b8c5-5a85bc427f81.jpeg,1677276,"Stay organized and stylish on your adventures with our premium 6.3-inch EDC men's leather belt bag. Crafted from durable leather, this belt bag provides ample storage space for your essentials, while its compact size ensures it won't weigh you down. Keep your phone, tools, and other necessities within easy reach, whether you're hiking, biking, or running errands. Adjustable belt ensures a comfortable fit, making it your perfect everyday companion."
bags,Wallets,6.3 inch edc retro phone belt bag for men,1119.2,2000.0,44,70,False,,,Black,brown,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/0D/86/4ce1d6bb-ea14-4089-84aa-e890c1dd6ed7.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/0D/86/4ce1d6bb-ea14-4089-84aa-e890c1dd6ed7.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/2F/89/f25d05fc-b046-406f-8739-ced0fece09d2.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/2F/89/f25d05fc-b046-406f-8739-ced0fece09d2.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/1A/A9/d384de9a-4f45-4981-b41b-db1d713a1a82.jpg,1679110,"Introducing our rugged and stylish belt bag for men - the perfect accessory for carrying your phone, tools, and essentials on the go. Crafted from durable canvas and featuring a spacious main compartment, this bag keeps your items secure and organized. Its compact size and adjustable belt ensure a comfortable fit, making it ideal for everyday carry or outdoor activities."
bags,Wallets,Men in real leather 6.3 inches retro short belt bag for mobile phone,2079.2,4720.0,56,16,False,,,# 01,# 02,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/3E/B3/f4ff296a-6872-4b14-b352-1bbac1be09a4.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/3E/B3/f4ff296a-6872-4b14-b352-1bbac1be09a4.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/9C/D0/dfe6f18d-17f0-436e-8673-2ddd0daf9966.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/9C/D0/dfe6f18d-17f0-436e-8673-2ddd0daf9966.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/EA/2B/fdf2a3f2-a40c-43a8-a34e-00dc76778abe.jpg,1707943,"Carry your essentials with ease and style with our genuine leather retro belt bag. Crafted from premium materials, this 6.3-inch belt bag will keep your mobile phone secure and protected. Perfect for running errands, traveling, or any other activity where you need to keep your belongings close at hand."
bags,Shoulder bag,EDC real leather belt bag for men,2479.2,4800.0,48,55,False,,,#01,#02,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/A2/FA/0d8372b1-92c6-4070-9f83-e4742cb8490c.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/A2/FA/0d8372b1-92c6-4070-9f83-e4742cb8490c.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/BF/81/83a96acd-f20e-4a7e-9a41-921daddc7976.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/BF/81/83a96acd-f20e-4a7e-9a41-921daddc7976.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/5C/25/13a60104-4ea7-4e78-813c-735a978f14fd.jpg,1672987,"Carry your everyday essentials in style with our EDC real leather belt bag. Crafted from genuine leather, this bag is both durable and luxurious. Its compact size is perfect for carrying your phone, wallet, keys, and other small items, while its secure zipper closure ensures your belongings stay safe. The adjustable belt allows for a comfortable fit, whether you wear it around your waist or crossbody. Upgrade your everyday carry with our EDC real leather belt bag"
bags,Wallets,True anti-voltage leather wallet for men,1999.1999999999998,4240.0,53,48,False,,,Black,Coffee,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/3C/FD/8fc55b12-e378-4c6c-93ff-a6bb2cc13efd.jpeg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/3C/FD/8fc55b12-e378-4c6c-93ff-a6bb2cc13efd.jpeg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/09/D7/d328b743-4033-495d-b6b4-8a05f3d72ee7.jpeg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/09/D7/d328b743-4033-495d-b6b4-8a05f3d72ee7.jpeg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D9/38/ddfafd98-81cb-440b-b0d0-48258f56f0b1.jpeg,1654844,"Our True anti-voltage leather wallet for men is crafted with genuine leather, ensuring durability and a touch of sophistication. Designed for the modern man, it features advanced anti-voltage technology to protect your essential cards from electronic theft and unauthorized scans, providing peace of mind during your daily transactions. With its sleek and compact design, it's the perfect accessory to keep your belongings organized and secure, elevating your style while ensuring your financial safety."
bags,Shoulder bag,Pu leather phone bag,2484.0,4559.2,46,416,False,Baellerry,https://fr.newchic.com/baellerry-brand-1027.html,Wine Red,Khaki,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/5B/99/96a2f233-3c9a-4abc-8687-cb1da5e9c8f7.JPG,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/5B/99/96a2f233-3c9a-4abc-8687-cb1da5e9c8f7.JPG,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/45/00/badde08d-cc91-4601-88f7-b4c08ca135de.JPG,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/45/00/badde08d-cc91-4601-88f7-b4c08ca135de.JPG,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/DE/D2/12d90a8a-4873-435c-866d-8d216354a3d5.JPG,1534002,"Looking for a stylish and functional way to protect your phone? Look no further than our PU leather phone bag! Made from high-quality materials, this bag is durable and will keep your phone looking its best. The sleek design of this bag is perfect for any occasion, whether you're running errands or going out on a night on the town. With a variety of colors to choose from, you're sure to find the perfect bag to match your style."
bags,Shoulder bag,True leather men 6.3 inches phone belt bag,2239.2,4320.0,48,39,False,,,#01,#02,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/37/80/889a74b2-e706-4811-99bc-18bdb05da559.jpeg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/37/80/889a74b2-e706-4811-99bc-18bdb05da559.jpeg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/6C/87/ab018e12-1aa2-4012-b422-d907fd81fc59.jpeg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/6C/87/ab018e12-1aa2-4012-b422-d907fd81fc59.jpeg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/58/C6/28a71e12-f130-452d-be54-6bd344750e98.jpg,1619868,"Carry your essentials in style with our premium true leather men's 6.3 inches phone belt bag. Crafted from genuine leather, this durable and elegant bag offers both functionality and sophistication. Keep your phone, keys, and other small items organized and secure while on the go. Its compact size and adjustable belt ensure a comfortable fit for all-day wear. Elevate your look with this timeless accessory, perfect for everyday use or special occasions."
bags,Wallets,Multifunction pocket lamp sheath in real leather,1679.1999999999998,3600.0,53,17,False,,,Black,Coffee,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/DF/7D/0a58cd20-0ab2-400d-9c6b-675f1debed8a.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/DF/7D/0a58cd20-0ab2-400d-9c6b-675f1debed8a.jpg,https://imgaz1.chiccdn.com/thumb/list_grid/oaupload/newchic/images/29/B0/aacd6559-3f1d-4f9d-8455-edaeeed52593.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/29/B0/aacd6559-3f1d-4f9d-8455-edaeeed52593.jpg,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/0A/CF/02e974cd-43b3-4421-9034-799796a4bd7c.png,1713184,"Keep your essentials organized and easily accessible with this multifunctional pocket lamp sheath. Crafted from genuine leather, this sheath features a compact and durable design, making it the perfect companion for outdoor activities or everyday tasks. The secure closure ensures that your items remain safe and secure, while the convenient belt loop allows for hands-free carrying. It's a versatile accessory that combines style and functionality."
